generation	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	avg
1	0	0	0	0	0	0	0	0.768602362204724	0	0	0.076860236220473
2	0	0	0	0	0	0	0	0.768602362204724	0	0	0.076860236220473
3	0	0	0	0	0	0	0	0.768602362204724	0	0.665602854330709	0.143420521653543
4	0	0	0	0	0	0	0	0.768602362204724	0	0.665602854330709	0.143420521653543
5	0	0	0	0	0	0	0	0.768602362204724	0	0.665602854330709	0.143420521653543
6	0	0	0	0	0	0	0	0.832652559055118	0	0.726112204724409	0.155876476377953
7	0	0	0	0	0	0	0	0.832652559055118	0	0.726112204724409	0.155876476377953
8	0	0	0	0	0	0	0	0.832652559055118	0	0.726112204724409	0.155876476377953
9	0	0	0	0	0	0	0	0.832652559055118	0	0.726112204724409	0.155876476377953
10	0	0	0	0	0	0	0	0.832652559055118	0	0.732903543307087	0.156555610236221
11	0	0	0	0	0	0	0	0.832652559055118	0	0.732903543307087	0.156555610236221
12	0	0	0	0	0	0	0	0.832652559055118	0	0.732903543307087	0.156555610236221
13	0	0	0	0	0	0	0	0.832652559055118	0	0.732903543307087	0.156555610236221
14	0	0	0	0.686633858267717	0	0	0	0.832652559055118	0	0.732903543307087	0.225218996062992
15	0	0	0.730068897637795	0.758799212598425	0	0	0	0.832652559055118	0	0.732903543307087	0.305442421259842
16	0	0	0.730068897637795	0.758799212598425	0	0	0	0.832652559055118	0	0.732903543307087	0.305442421259842
17	0	0	0.730068897637795	0.822032480314961	0	0	0	0.832652559055118	0	0.732903543307087	0.311765748031496
18	0	0	0.730068897637795	0.822032480314961	0	0	0	0.832652559055118	0.649633366141732	0.732903543307087	0.376729084645669
19	0	0	0.790907972440945	0.822032480314961	0	0	0	0.832652559055118	0.649633366141732	0.732903543307087	0.382812992125984
20	0	0	0.790907972440945	0.822032480314961	0	0	0	0.832652559055118	0.649633366141732	0.732903543307087	0.382812992125984
21	0	0	0.802903543307087	0.822032480314961	0	0	0	0.832652559055118	0.649633366141732	0.732903543307087	0.384012549212598
22	0	0	0.802903543307087	0.822032480314961	0	0	0	0.832652559055118	0.649633366141732	0.81550688976378	0.392272883858268
23	0	0	0.802903543307087	0.822032480314961	0	0	0	0.832652559055118	0.70869094488189	0.81550688976378	0.398178641732283
24	0	0	0.802903543307087	0.822032480314961	0	0	0	0.832652559055118	0.70869094488189	0.81550688976378	0.398178641732283
25	0	0	0.802903543307087	0.822032480314961	0	0	0	0.832652559055118	0.70869094488189	0.81550688976378	0.398178641732283
26	0	0	0.802903543307087	0.822032480314961	0	0	0	0.832652559055118	0.70869094488189	0.81550688976378	0.398178641732283
27	0	0	0.802903543307087	0.822032480314961	0	0	0	0.832652559055118	0.70869094488189	0.81550688976378	0.398178641732283
28	0	0	0.802903543307087	0.822032480314961	0	0	0	0.857293307086614	0.70869094488189	0.81550688976378	0.400642716535433
29	0	0	0.802903543307087	0.822032480314961	0	0	0	0.857293307086614	0.70869094488189	0.81550688976378	0.400642716535433
30	0	0	0.802903543307087	0.822032480314961	0	0	0	0.857293307086614	0.764549704724409	0.81550688976378	0.406228592519685
31	0	0	0.802903543307087	0.822032480314961	0	0	0	0.857293307086614	0.764549704724409	0.81806594488189	0.406484498031496
32	0	0	0.802903543307087	0.822032480314961	0	0	0	0.857293307086614	0.764549704724409	0.81806594488189	0.406484498031496
33	0	0	0.802903543307087	0.822032480314961	0	0	0	0.857293307086614	0.764549704724409	0.81806594488189	0.406484498031496
34	0	0	0.802903543307087	0.822032480314961	0	0	0	0.875378937007874	0.764549704724409	0.81806594488189	0.408293061023622
35	0	0	0.802903543307087	0.822032480314961	0	0	0	0.875378937007874	0.764549704724409	0.81806594488189	0.408293061023622
36	0	0	0.802903543307087	0.822032480314961	0	0	0	0.875378937007874	0.767748523622047	0.81806594488189	0.408612942913386
37	0	0	0.802903543307087	0.822032480314961	0	0	0	0.875378937007874	0.767748523622047	0.81806594488189	0.408612942913386
38	0	0	0.802903543307087	0.822032480314961	0	0	0	0.875378937007874	0.767748523622047	0.81806594488189	0.408612942913386
39	0	0.785182086614173	0.802903543307087	0.822032480314961	0	0	0	0.875378937007874	0.767748523622047	0.81806594488189	0.487131151574803
40	0	0.785182086614173	0.862116141732284	0.822032480314961	0	0	0	0.875378937007874	0.767748523622047	0.81806594488189	0.493052411417323
41	0	0.785182086614173	0.862116141732284	0.822032480314961	0	0	0	0.875378937007874	0.767748523622047	0.81806594488189	0.493052411417323
42	0	0.785182086614173	0.862116141732284	0.822032480314961	0	0	0	0.875378937007874	0.767748523622047	0.81806594488189	0.493052411417323
43	0	0.785182086614173	0.862116141732284	0.822032480314961	0	0	0	0.875378937007874	0.767748523622047	0.81806594488189	0.493052411417323
44	0	0.785182086614173	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.767748523622047	0.822992125984252	0.567047982283465
45	0	0.869384842519685	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.767748523622047	0.822992125984252	0.575468257874016
46	0	0.869384842519685	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.767748523622047	0.822992125984252	0.575468257874016
47	0	0.869384842519685	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.767748523622047	0.822992125984252	0.575468257874016
48	0	0.869384842519685	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.767748523622047	0.822992125984252	0.575468257874016
49	0	0.869384842519685	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.767748523622047	0.822992125984252	0.575468257874016
50	0	0.869384842519685	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.767748523622047	0.822992125984252	0.575468257874016
51	0	0.869384842519685	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.767748523622047	0.822992125984252	0.575468257874016
52	0	0.869384842519685	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.767748523622047	0.822992125984252	0.575468257874016
53	0	0.869384842519685	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.767748523622047	0.822992125984252	0.575468257874016
54	0	0.869384842519685	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.781919291338583	0.822992125984252	0.576885334645669
55	0	0.872967519685039	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.781919291338583	0.822992125984252	0.577243602362205
56	0	0.872967519685039	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.781919291338583	0.822992125984252	0.577243602362205
57	0	0.872967519685039	0.862116141732284	0.822032480314961	0	0	0.735029527559055	0.875378937007874	0.781919291338583	0.822992125984252	0.577243602362205
58	0	0.872967519685039	0.862116141732284	0.822032480314961	0	0	0.805590551181103	0.875378937007874	0.781919291338583	0.822992125984252	0.584299704724409
59	0	0.872967519685039	0.862116141732284	0.822032480314961	0	0	0.805590551181103	0.875378937007874	0.781919291338583	0.822992125984252	0.584299704724409
60	0	0.873518700787402	0.862116141732284	0.822032480314961	0	0	0.805590551181103	0.875378937007874	0.781919291338583	0.822992125984252	0.584354822834646
