generation	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	avg
1	0	0	0	0.620521653543307	0	0	0.685226377952756	0	0	0	0.130574803149606
2	0	0	0	0.620521653543307	0	0	0.685226377952756	0	0	0	0.130574803149606
3	0	0.785949803149606	0	0.620521653543307	0.694753937007874	0	0.685226377952756	0	0	0.666144192913386	0.345259596456693
4	0	0.785949803149606	0	0.67480561023622	0.698083169291339	0.812020177165354	0.685226377952756	0	0	0.666144192913386	0.432222933070866
5	0	0.785949803149606	0	0.67480561023622	0.698083169291339	0.812020177165354	0.738779527559055	0	0	0.726998031496063	0.443663631889764
6	0	0.785949803149606	0.718996062992126	0.67480561023622	0.698083169291339	0.812020177165354	0.738779527559055	0	0	0.726998031496063	0.515563238188976
7	0.877239173228346	0.785949803149606	0.718996062992126	0.67480561023622	0.698083169291339	0.874483267716535	0.794810531496063	0.792379429133858	0	0.726998031496063	0.694374507874016
8	0.877239173228346	0.785949803149606	0.718996062992126	0.67480561023622	0.698083169291339	0.874483267716535	0.794810531496063	0.792379429133858	0	0.726998031496063	0.694374507874016
9	0.877239173228346	0.785949803149606	0.718996062992126	0.73615157480315	0.698083169291339	0.874483267716535	0.794810531496063	0.792379429133858	0	0.726998031496063	0.700509104330709
10	0.877239173228346	0.785949803149606	0.718996062992126	0.73615157480315	0.698083169291339	0.874483267716535	0.794810531496063	0.852573818897638	0	0.726998031496063	0.706528543307087
11	0.877239173228346	0.785949803149606	0.718996062992126	0.73615157480315	0.698083169291339	0.874483267716535	0.794810531496063	0.852573818897638	0	0.726998031496063	0.706528543307087
12	0.877239173228346	0.785949803149606	0.718996062992126	0.743946850393701	0.698083169291339	0.874483267716535	0.797881397637795	0.852573818897638	0	0.726998031496063	0.707615157480315
13	0.877239173228346	0.785949803149606	0.718996062992126	0.743946850393701	0.698083169291339	0.874483267716535	0.798041338582677	0.852573818897638	0	0.726998031496063	0.707631151574803
14	0.877239173228346	0.785949803149606	0.718996062992126	0.743946850393701	0.698083169291339	0.874483267716535	0.798041338582677	0.852573818897638	0	0.726998031496063	0.707631151574803
15	0.877239173228346	0.785949803149606	0.718996062992126	0.743946850393701	0.698083169291339	0.874483267716535	0.798041338582677	0.852573818897638	0	0.726998031496063	0.707631151574803
16	0.877239173228346	0.785949803149606	0.718996062992126	0.743946850393701	0.698083169291339	0.874483267716535	0.798041338582677	0.852573818897638	0	0.726998031496063	0.707631151574803
17	0.877239173228346	0.785949803149606	0.718996062992126	0.743946850393701	0.698083169291339	0.874483267716535	0.798041338582677	0.852573818897638	0	0.726998031496063	0.707631151574803
18	0.877239173228346	0.785949803149606	0.778912401574803	0.743946850393701	0.739074803149606	0.874483267716535	0.798041338582677	0.852573818897638	0	0.726998031496063	0.717721948818898
19	0.877239173228346	0.785949803149606	0.778912401574803	0.743946850393701	0.739074803149606	0.874483267716535	0.81320374015748	0.852573818897638	0	0.726998031496063	0.719238188976378
20	0.877239173228346	0.785949803149606	0.778912401574803	0.743946850393701	0.739074803149606	0.874483267716535	0.81320374015748	0.852573818897638	0	0.807925688976378	0.72733095472441
21	0.877239173228346	0.802039862204724	0.778912401574803	0.743946850393701	0.740255905511811	0.874483267716535	0.81320374015748	0.852573818897638	0	0.870073818897638	0.735272883858268
22	0.877239173228346	0.802039862204724	0.778912401574803	0.743946850393701	0.740255905511811	0.874483267716535	0.81320374015748	0.852573818897638	0	0.870073818897638	0.735272883858268
23	0.877239173228346	0.802039862204724	0.778912401574803	0.743946850393701	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.711112204724409	0.870073818897638	0.818437992125984
24	0.877239173228346	0.802039862204724	0.778912401574803	0.743946850393701	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.711112204724409	0.870073818897638	0.818437992125984
25	0.877239173228346	0.813619586614173	0.83882874015748	0.743946850393701	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.711112204724409	0.870073818897638	0.825587598425197
26	0.877239173228346	0.813619586614173	0.83882874015748	0.743946850393701	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.711112204724409	0.870073818897638	0.825587598425197
27	0.877239173228346	0.814547244094488	0.83882874015748	0.743946850393701	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.711112204724409	0.870073818897638	0.825680364173228
28	0.877239173228346	0.814547244094488	0.83882874015748	0.805942421259843	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.711112204724409	0.870073818897638	0.831879921259843
29	0.877239173228346	0.814547244094488	0.83882874015748	0.805942421259843	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.839094980314961
30	0.883474409448819	0.814547244094488	0.83882874015748	0.805942421259843	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.839718503937008
31	0.883474409448819	0.814547244094488	0.83882874015748	0.805942421259843	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.839718503937008
32	0.946579724409449	0.814547244094488	0.83882874015748	0.805942421259843	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.846029035433071
33	0.946579724409449	0.814547244094488	0.83882874015748	0.866732283464567	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.852108021653543
34	0.946579724409449	0.815794783464567	0.83882874015748	0.866732283464567	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.852232775590551
35	0.946579724409449	0.815794783464567	0.83882874015748	0.866732283464567	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.852232775590551
36	0.946579724409449	0.815794783464567	0.83882874015748	0.866732283464567	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.852232775590551
37	0.946579724409449	0.815794783464567	0.83882874015748	0.866732283464567	0.799896653543307	0.874483267716535	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.852232775590551
38	0.946579724409449	0.815794783464567	0.83882874015748	0.866732283464567	0.799896653543307	0.883061023622047	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.853090551181102
39	0.946579724409449	0.815794783464567	0.83882874015748	0.866732283464567	0.799896653543307	0.883061023622047	0.81320374015748	0.913471948818898	0.783262795275591	0.870073818897638	0.853090551181102
40	0.946579724409449	0.815794783464567	0.83882874015748	0.866732283464567	0.799896653543307	0.883061023622047	0.858912401574803	0.913471948818898	0.783262795275591	0.870073818897638	0.857661417322835
41	0.946579724409449	0.815794783464567	0.83882874015748	0.866732283464567	0.799896653543307	0.883061023622047	0.858912401574803	0.913471948818898	0.783262795275591	0.870073818897638	0.857661417322835
42	0.946579724409449	0.815794783464567	0.83882874015748	0.868592519685039	0.799896653543307	0.883061023622047	0.858912401574803	0.913471948818898	0.783262795275591	0.870073818897638	0.857847440944882
43	0.946579724409449	0.815794783464567	0.83882874015748	0.868592519685039	0.861427165354331	0.883061023622047	0.858912401574803	0.913471948818898	0.783262795275591	0.870073818897638	0.864000492125984
44	0.946579724409449	0.815794783464567	0.83882874015748	0.868592519685039	0.861427165354331	0.883061023622047	0.858912401574803	0.913471948818898	0.783262795275591	0.870073818897638	0.864000492125984
45	0.946579724409449	0.815794783464567	0.83882874015748	0.868592519685039	0.861427165354331	0.883061023622047	0.858912401574803	0.913471948818898	0.796985728346457	0.870073818897638	0.865372785433071
46	0.946579724409449	0.815794783464567	0.83882874015748	0.878996062992126	0.861427165354331	0.883061023622047	0.858912401574803	0.913471948818898	0.796985728346457	0.870073818897638	0.866413139763779
47	0.946579724409449	0.815794783464567	0.83882874015748	0.878996062992126	0.861427165354331	0.883061023622047	0.858912401574803	0.913471948818898	0.796985728346457	0.870073818897638	0.866413139763779
48	0.946579724409449	0.815794783464567	0.83882874015748	0.878996062992126	0.861427165354331	0.883061023622047	0.858912401574803	0.913471948818898	0.796985728346457	0.870073818897638	0.866413139763779
49	0.946579724409449	0.878548228346457	0.83882874015748	0.878996062992126	0.861427165354331	0.883061023622047	0.858912401574803	0.913471948818898	0.796985728346457	0.870073818897638	0.872688484251968
50	0.946579724409449	0.878548228346457	0.83882874015748	0.878996062992126	0.861427165354331	0.883061023622047	0.858912401574803	0.913471948818898	0.796985728346457	0.870073818897638	0.872688484251968
51	0.946579724409449	0.878548228346457	0.83882874015748	0.878996062992126	0.861427165354331	0.883061023622047	0.858912401574803	0.913471948818898	0.796985728346457	0.870073818897638	0.872688484251968
52	0.946579724409449	0.878548228346457	0.83882874015748	0.878996062992126	0.861427165354331	0.883061023622047	0.865492125984252	0.913471948818898	0.843513779527559	0.870073818897638	0.877999261811024
