generation	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	fitness 	avg
1	0	0	0	0	0	0	0.748346456692913	0.709074803149606	0	0	0.145742125984252
2	0	0	0	0	0	0	0.748346456692913	0.709074803149606	0	0	0.145742125984252
3	0	0	0	0	0	0	0.748346456692913	0.709074803149606	0	0	0.145742125984252
4	0	0	0	0	0	0	0.748346456692913	0.709074803149606	0	0	0.145742125984252
5	0	0	0	0	0	0	0.748346456692913	0.709074803149606	0	0	0.145742125984252
6	0	0	0	0	0	0	0.748346456692913	0.730925196850394	0	0	0.147927165354331
7	0	0	0.759507874015748	0	0	0	0.748346456692913	0.730925196850394	0	0.843238188976378	0.308201771653543
8	0	0	0.759507874015748	0	0	0	0.748346456692913	0.730925196850394	0	0.843238188976378	0.308201771653543
9	0	0	0.822800196850394	0	0.689468503937008	0	0.748346456692913	0.730925196850394	0	0.843238188976378	0.383477854330709
10	0	0	0.822800196850394	0	0.689468503937008	0	0.748346456692913	0.730925196850394	0	0.849955708661417	0.384149606299213
11	0	0	0.822800196850394	0	0.689468503937008	0	0.748346456692913	0.730925196850394	0	0.849955708661417	0.384149606299213
12	0	0	0.822800196850394	0	0.689468503937008	0	0.808405511811024	0.730925196850394	0	0.849955708661417	0.390155511811024
13	0	0	0.822800196850394	0	0.689468503937008	0	0.808405511811024	0.730925196850394	0	0.849955708661417	0.390155511811024
14	0	0	0.822800196850394	0	0.689468503937008	0	0.808405511811024	0.730925196850394	0	0.849955708661417	0.390155511811024
15	0	0	0.822800196850394	0	0.689468503937008	0	0.808405511811024	0.730925196850394	0	0.849955708661417	0.390155511811024
16	0	0	0.822800196850394	0	0.689468503937008	0	0.808405511811024	0.730925196850394	0	0.849955708661417	0.390155511811024
17	0	0	0.822800196850394	0	0.689468503937008	0	0.808405511811024	0.809525098425197	0	0.849955708661417	0.398015501968504
18	0	0	0.822800196850394	0	0.746924212598425	0	0.808405511811024	0.809525098425197	0	0.849955708661417	0.403761072834646
19	0	0	0.822800196850394	0	0.746924212598425	0	0.808405511811024	0.809525098425197	0	0.849955708661417	0.403761072834646
20	0	0	0.822800196850394	0	0.746924212598425	0	0.808405511811024	0.81329970472441	0	0.849955708661417	0.404138533464567
21	0	0	0.822800196850394	0	0.746924212598425	0	0.808405511811024	0.81329970472441	0	0.849955708661417	0.404138533464567
22	0.725344488188976	0	0.822800196850394	0	0.746924212598425	0	0.809908956692913	0.874138779527559	0	0.849955708661417	0.482907234251968
23	0.725344488188976	0	0.822800196850394	0	0.746924212598425	0	0.809908956692913	0.874138779527559	0	0.849955708661417	0.482907234251968
24	0.725344488188976	0	0.822800196850394	0	0.746924212598425	0	0.809908956692913	0.874138779527559	0	0.849955708661417	0.482907234251968
25	0.725344488188976	0	0.822800196850394	0	0.746924212598425	0.727352362204724	0.809908956692913	0.938201279527559	0	0.849955708661417	0.562048720472441
26	0.725344488188976	0	0.822800196850394	0	0.746924212598425	0.788700787401575	0.809908956692913	0.938201279527559	0	0.849955708661417	0.568183562992126
27	0.725344488188976	0	0.822800196850394	0	0.746924212598425	0.788700787401575	0.809908956692913	0.938201279527559	0	0.849955708661417	0.568183562992126
28	0.725344488188976	0	0.822800196850394	0	0.746924212598425	0.788700787401575	0.809908956692913	0.938201279527559	0	0.849955708661417	0.568183562992126
29	0.725344488188976	0	0.822800196850394	0	0.746924212598425	0.788700787401575	0.809908956692913	0.938201279527559	0	0.849955708661417	0.568183562992126
30	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.849370078740157	0.809908956692913	0.938201279527559	0	0.855191929133858	0.587299458661417
31	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.849370078740157	0.809908956692913	0.938201279527559	0	0.855191929133858	0.587299458661417
32	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.849370078740157	0.809908956692913	0.938201279527559	0	0.855191929133858	0.587299458661417
33	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.850093503937008	0.809908956692913	0.938201279527559	0	0.855191929133858	0.587371801181102
34	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.850093503937008	0.809908956692913	0.938201279527559	0	0.855191929133858	0.587371801181102
35	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.850093503937008	0.809908956692913	0.938201279527559	0	0.855191929133858	0.587371801181102
36	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.850093503937008	0.809908956692913	0.938201279527559	0	0.855191929133858	0.587371801181102
37	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0	0.855191929133858	0.587575049212598
38	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0	0.855191929133858	0.587575049212598
39	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0	0.855191929133858	0.587575049212598
40	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.673885334645669	0.855191929133858	0.654963582677165
41	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.666169045275591
42	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.666169045275591
43	0.785789862204724	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.666169045275591
44	0.848405511811023	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.67243061023622
45	0.848405511811023	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.67243061023622
46	0.848405511811023	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.67243061023622
47	0.848405511811023	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.67243061023622
48	0.861427165354331	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.673732775590551
49	0.861427165354331	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.673732775590551
50	0.861427165354331	0	0.822800196850394	0	0.811732283464567	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.673732775590551
51	0.861427165354331	0	0.822800196850394	0	0.866491141732283	0.852125984251969	0.809908956692913	0.938201279527559	0.759242125984252	0.881889763779527	0.679208661417323
52	0.861427165354331	0	0.822800196850394	0	0.866491141732283	0.852125984251969	0.854812992125984	0.938201279527559	0.759242125984252	0.881889763779527	0.68369906496063
53	0.861427165354331	0	0.886092519685039	0	0.866491141732283	0.852125984251969	0.854812992125984	0.938201279527559	0.759242125984252	0.881889763779527	0.690028297244094
54	0.861427165354331	0	0.886092519685039	0	0.866491141732283	0.852125984251969	0.854812992125984	0.938201279527559	0.759242125984252	0.881889763779527	0.690028297244094
55	0.861427165354331	0	0.886092519685039	0	0.866491141732283	0.852125984251969	0.854812992125984	0.938201279527559	0.759242125984252	0.881889763779527	0.690028297244094
56	0.893393208661417	0	0.886092519685039	0	0.866491141732283	0.852125984251969	0.872209645669291	0.938201279527559	0.759242125984252	0.881889763779527	0.694964566929134
