44,62,102,116,117  fit = 2079.15
18,71,85,102,116  fit = 2085
44,82,85,98,116  fit = 2090.9700000000003
44,71,85,98,116  fit = 2093.9700000000003
44,71,85,98,116  fit = 2093.9700000000003
44,71,82,85,98  fit = 2093.9700000000003
44,71,82,85,98  fit = 2093.9700000000003
44,71,82,85,98  fit = 2093.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
44,71,82,85,116  fit = 2095.9700000000003
